"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John","Honky Chateau","People Jams","Playlist","GBAMB7200006"
"Love Grows (Where My Rosemary Goes)","Edison Lighthouse","Love Grows (Where My Rosemary Goes) & Other Gems","People Jams","Playlist","GBBPJ9800675"
"Old Time Rock & Roll","Bob Seger & The Silver Bullet Band","Stranger In Town","People Jams","Playlist","USCA28600270"
"(I Can't Get No) Satisfaction (Mono)","The Rolling Stones","Singles 1965-1967","People Jams","Playlist","USA176510160"
"Brown Eyed Girl","Van Morrison","Blowin' Your Mind!","People Jams","Playlist","USSM16700357"
"Should I Stay or Should I Go","The Clash","Combat Rock + The People's Hall","People Jams","Playlist","GBARL1200670"
"Paranoid","Black Sabbath","Paranoid","People Jams","Playlist","USWB11304628"
"Basket Case","Green Day","Dookie","People Jams","Playlist","USRE19900151"
"Fortunate Son","Creedence Clearwater Revival","Willy And The Poor Boys (Expanded Edition)","People Jams","Playlist","USC4R0817618"
"Bad Moon Rising","Creedence Clearwater Revival","Green River (Expanded Edition)","People Jams","Playlist","USC4R0817604"
"Blitzkrieg Bop","Ramones","Ramones (40th Anniversary Deluxe Edition; 2016 Remaster)","People Jams","Playlist","USRH11601901"
"Start Me Up (Remastered 2009)","The Rolling Stones","Tattoo You (2009 Re-Mastered)","People Jams","Playlist","GBUM70909474"
"Bang a Gong (Get It On)","T. Rex","Electric Warrior","People Jams","Playlist","USRE10100460"
"That's the Way (I Like It) [2004 Remaster]","KC & The Sunshine Band","KC & the Sunshine Band","People Jams","Playlist","GBAYE0400454"
"Bang the Drum All Day","Todd Rundgren","The Ever Popular Tortured Artist Effect","People Jams","Playlist","USRH11509328"
"Make Your Own Kind Of Music","Mama Cass","Mama's Big Ones","People Jams","Playlist","USMC16951587"
"My Life","Billy Joel","52nd Street","People Jams","Playlist","USSM17800448"
"Together Forever","Rick Astley","Whenever You Need Somebody","People Jams","Playlist","GBARL9300136"
"Show Me The Way","Peter Frampton","Frampton","People Jams","Playlist","USAM17700401"
"Young Folks","Peter Bjorn And John","Writer's Block","People Jams","Playlist","SEBPA0600024"
"Crazy On You","Heart","Dreamboat Annie","People Jams","Playlist","USCA28600007"
"Barracuda","Heart","Little Queen","People Jams","Playlist","USSM10009075"
"Tiny Dancer","Elton John","Madman Across The Water","People Jams","Playlist","GBAMB7100001"
"Come On Eileen","Dexys Midnight Runners","Too Rye Ay","People Jams","Playlist","GBF088200006"
"Homecoming","Kanye West","Graduation","People Jams","Playlist","USUM70749093"
"Valerie (Version Revisited)","Mark Ronson","Version","People Jams","Playlist","GBARL0700173"
"Sweater Weather","The Neighbourhood","I Love You.","People Jams","Playlist","USSM11300080"
"505","Arctic Monkeys","Favourite Worst Nightmare","People Jams","Playlist","GBCEL0700074"
"Fat Bottomed Girls","Queen","Jazz (Deluxe Remastered Version)","People Jams","Playlist","GBUM71029607"
"Here It Goes Again","OK Go","Oh No","People Jams","Playlist","USCA20500270"
"This Too Shall Pass","OK Go","Of the Blue Colour of the Sky","People Jams","Playlist","USCA20904749"
"The Writing's On the Wall","OK Go","Hungry Ghosts","People Jams","Playlist","QMRSZ1401170"
"Needing / Getting","OK Go","Of the Blue Colour of the Sky","People Jams","Playlist","USCA20904751"
"The One Moment","OK Go","Hungry Ghosts","People Jams","Playlist","QMRSZ1401172"
"Are You Gonna Be My Girl","Jet","Get Born (Deluxe Edition)","People Jams","Playlist","USEE10340526"
"Howlin' for You","The Black Keys","Brothers","People Jams","Playlist","USNO11000079"
"Fox On The Run","Sweet","Desolation Boulevard","People Jams","Playlist","USCA28800173"
"Heartbreaker","Pat Benatar","In The Heat Of The Night","People Jams","Playlist","USCH38400033"
"Gold on the Ceiling (2021 Remaster)","The Black Keys","El Camino (2021 Remaster)","People Jams","Playlist","USNO12100178"
"One Way Or Another","Blondie","Best Of Blondie","People Jams","Playlist","USCH38500014"
"Burning Love (with The Royal Philharmonic Orchestra)","Elvis Presley","If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra","People Jams","Playlist","USRC11500244"
"Sick Love","Red Hot Chili Peppers","The Getaway","People Jams","Playlist","USWB11600621"
"My Type","Saint Motel","My Type EP","People Jams","Playlist","GBAYE1400856"
"She's Not Gone Yet but She's Leaving","The Fratellis","We Need Medicine","People Jams","Playlist","GB5KW1301062"
"Trouble’s Coming","Royal Blood","Typhoons","People Jams","Playlist","GBAHT2000193"
"I'm Gonna Be (500 Miles)","The Proclaimers","Sunshine on Leith","People Jams","Playlist","GBAYK8800055"
"Ballroom Blitz","Sweet","Desolation Boulevard","People Jams","Playlist","USCA28800090"
"Jessie's Girl","Rick Springfield","Working Class Dog","People Jams","Playlist","USRC18108188"
"You Get What You Give","New Radicals","Maybe You've Been Brainwashed Too","People Jams","Playlist","USMC19858327"
"Magic","Pilot","From The Album Of The Same Name","People Jams","Playlist","GBAYE7400052"
"You Spin Me Round (Like a Record)","Dead Or Alive","You Spin Me Round","People Jams","Playlist","GBBBM9999987"
"Dancing In the Dark","Bruce Springsteen","Born In The U.S.A.","People Jams","Playlist","USSM18400416"
"Baker Street","Gerry Rafferty","City to City","People Jams","Playlist","GBAYE7800619"
"Runnin' Down A Dream","Tom Petty","Full Moon Fever","People Jams","Playlist","USMC18925680"
"Juke Box Hero","Foreigner","4 (Expanded)","People Jams","Playlist","USAT20803006"
"Takin' Care Of Business","Bachman-Turner Overdrive","Bachman-Turner Overdrive II","People Jams","Playlist","USMR17387011"
"Renegade","Styx","Pieces Of Eight","People Jams","Playlist","USAM17800365"
"Up Around The Bend","Creedence Clearwater Revival","Cosmo's Factory (Expanded Edition)","People Jams","Playlist","USC4R0817632"
"Long Train Runnin'","The Doobie Brothers","The Captain and Me","People Jams","Playlist","USWB19900751"
"Saturday in the Park (2002 Remaster)","Chicago","Chicago V (Expanded & Remastered)","People Jams","Playlist","USRH10291749"
"Up On Cripple Creek","The Band","The Band","People Jams","Playlist","USCA20000792"
"Glory Days","Bruce Springsteen","Born In The U.S.A.","People Jams","Playlist","USSM18400415"
"Jet Airliner","Steve Miller Band","Book Of Dreams","People Jams","Playlist","USCA28700789"
"Rock'n Me","Steve Miller Band","Fly Like An Eagle","People Jams","Playlist","USCA28700297"
"We're An American Band (Remastered 2002)","Grand Funk Railroad","We're An American Band (Expanded Edition / Remastered 2002)","People Jams","Playlist","USCA20200334"
"The Joker","Steve Miller Band","The Joker","People Jams","Playlist","USCA29100532"
"Reelin' In The Years","Steely Dan","Can't Buy A Thrill","People Jams","Playlist","USMC17347184"
"That's All (2007 Remaster)","Genesis","Genesis (2007 Remaster)","People Jams","Playlist","GBAAA0700785"
"Listen to the Music","The Doobie Brothers","Toulouse Street","People Jams","Playlist","USWB10000626"
"The Boys Are Back In Town","Thin Lizzy","Jailbreak (Deluxe Edition)","People Jams","Playlist","GBF087600063"
"Bust A Move","Young MC","Stone Cold Rhymin'","People Jams","Playlist","USA370507645"
"Carry on Wayward Son","Kansas","Leftoverture (Expanded Edition)","People Jams","Playlist","USSM17600874"
"Heat Of The Moment","Asia","Asia","People Jams","Playlist","USGF18200801"
"Money For Nothing","Dire Straits","Air (Amazon Original Motion Picture Soundtrack)","People Jams","Playlist","USRH12200558"
"Long Cool Woman (In a Black Dress) (1999 Remaster)","The Hollies","Distant Light (Expanded Edition)","People Jams","Playlist","GBGYU9900019"
"My Sharona","The Knack","Get the Knack","People Jams","Playlist","USCA28900153"
"Easy Lover","Philip Bailey","Chinese Wall (Expanded Edition)","People Jams","Playlist","USSM18400801"
"Burnin' for You","Blue Oyster Cult","Fire of Unknown Origin","People Jams","Playlist","USSM10017652"
"Jungle Love","Steve Miller Band","Book Of Dreams","People Jams","Playlist","USCA28700783"
"Jack & Diane","John Mellencamp","American Fool","People Jams","Playlist","USJM18200001"
"Stacy's Mom","Fountains Of Wayne","Welcome Interstate Managers","People Jams","Playlist","USESC0300016"
"I Love Rock 'N Roll","Joan Jett & the Blackhearts","I Love Rock 'N' Roll (Expanded Edition)","People Jams","Playlist","USBH18100118"
"Hurts So Good","John Mellencamp","American Fool","People Jams","Playlist","USJM18200002"
"Fly Like An Eagle","Steve Miller Band","Fly Like An Eagle","People Jams","Playlist","USCA28700717"
"China Grove","The Doobie Brothers","The Captain and Me","People Jams","Playlist","USWB19900750"
"Bad Case Of Loving You (Doctor, Doctor)","Robert Palmer","Secrets (Expanded Edition)","People Jams","Playlist","USIR27900020"
"Pour Some Sugar On Me","Def Leppard","The Story So Far: The Best Of Def Leppard (Deluxe)","People Jams","Playlist","GBUM71701307"
"Hit Me With Your Best Shot","Pat Benatar","Crimes Of Passion","People Jams","Playlist","USCH38400009"
"Dreams","Fleetwood Mac","TikTok Songs Viral Hits","People Jams","Playlist","USWB11301111"
"Santeria","Sublime","Sublime","People Jams","Playlist","USGA19649253"
"Proud Mary","Tina Turner","What's Love Got to Do with It?","People Jams","Playlist","GBAYE9300862"
"Invisible Touch (2007 Remaster)","Genesis","Invisible Touch (2007 Remaster)","People Jams","Playlist","GBAAA0700779"
"Urgent","Foreigner","4 (Expanded)","People Jams","Playlist","USAT20803010"
"Hot Blooded","Foreigner","Double Vision (Expanded)","People Jams","Playlist","USAT20803018"
"Burning Heart (From ""Rocky IV"" Soundtrack)","Survivor","Rocky IV","People Jams","Playlist","USVR19300003"
"Abracadabra","Steve Miller Band","Abracadabra","People Jams","Playlist","USCA28500258"
"Southern Nights","Glen Campbell","Southern Nights","People Jams","Playlist","USCN17600069"
"Bad To The Bone","George Thorogood & The Destroyers","BAD TO THE BONE","People Jams","Playlist","USEM38500069"
"We're Not Gonna Take It","Twisted Sister","Stay Hungry","People Jams","Playlist","USAT20000548"
"Don't Stop (2004 Remaster)","Fleetwood Mac","Rumours","People Jams","Playlist","USWB10400049"
"Jerk It Out","Caesars","Love For The Streets","People Jams","Playlist","SEVBU0200002"
"Don't You Want Me","The Human League","Dare!","People Jams","Playlist","GBAAA0200924"
"Give It Up","KC & The Sunshine Band","All In a Night's Work (Expanded Version)","People Jams","Playlist","USSM19801505"
"S.O.B.","Nathaniel Rateliff & The Night Sweats","Nathaniel Rateliff & The Night Sweats","People Jams","Playlist","USC4R1503363"
"Pump It","The Black Eyed Peas","Monkey Business","People Jams","Playlist","USIR10500407"
"Just What I Needed","The Cars","The Cars","People Jams","Playlist","USEE17500009"
"Maneater","Daryl Hall & John Oates","H2O","People Jams","Playlist","USRC10301821"
"Take Me Home Tonight","Eddie Money","Can't Hold Back","People Jams","Playlist","USSM10113106"
"I Need A Dollar","Aloe Blacc","Good Things","People Jams","Playlist","US2S71045001"
"White Room","Cream","Wheels Of Fire","People Jams","Playlist","GBA076800030"
"I Want To Break Free","Queen","The Works (Deluxe Remastered Version)","People Jams","Playlist","GBUM71029625"
"Holiday","Green Day","Holiday","People Jams","Playlist","USRE10500451"
"Mysterious Ways","U2","Achtung Baby","People Jams","Playlist","GBUM71106456"
"Private Eyes","Daryl Hall & John Oates","Private Eyes (Expanded Edition)","People Jams","Playlist","USRC10301825"
"Renegades","X Ambassadors","VHS","People Jams","Playlist","USUM71502643"
"Movin' Out (Anthony's Song)","Billy Joel","The Stranger","People Jams","Playlist","USSM17700369"
"You're So Vain","Carly Simon","No Secrets","People Jams","Playlist","USEE19900883"
"Love Shack","The B-52's","Cosmic Thing","People Jams","Playlist","USRE18900030"
"Howlin' for You","The Black Keys","Brothers (Deluxe Remastered Anniversary Edition)","People Jams","Playlist","USNO12000174"
"Dreams (2004 Remaster)","Fleetwood Mac","Rumours","People Jams","Playlist","USWB10400046"
"You May Be Right","Billy Joel","Glass Houses","People Jams","Playlist","USSM17900398"
"Cold as Ice","Foreigner","Foreigner (Expanded)","People Jams","Playlist","USAT29900657"
"All Right Now (Single Version)","Free","Fire And Water (Deluxe Edition)","People Jams","Playlist","GBAAN7000064"
"Radar Love","Golden Earring","The Long Versions - Part One","People Jams","Playlist","NLC287300054"
"Separate Ways (Worlds Apart)  [2024 Remaster]","Journey","Greatest Hits (2024 Remaster)","People Jams","Playlist","USSM19932796"
"Money","Pink Floyd","The Dark Side of the Moon","People Jams","Playlist","GBN9Y1100081"
"I Ran (So Far Away)","A Flock Of Seagulls","A Flock Of Seagulls","People Jams","Playlist","GBAHK0100091"
"Gold on the Ceiling","The Black Keys","El Camino","People Jams","Playlist","USNO11100275"
"Under the Bridge","Red Hot Chili Peppers","Blood Sugar Sex Magik (Deluxe Edition)","People Jams","Playlist","USWB19901576"
"Ain't No Rest for the Wicked","Cage The Elephant","Cage The Elephant (Expanded Edition)","People Jams","Playlist","USJI10900260"
"Scar Tissue","Red Hot Chili Peppers","Californication (Deluxe Version)","People Jams","Playlist","USWB19900674"
"Layla","Derek & The Dominos","Layla And Other Assorted Love Songs","People Jams","Playlist","GBUM71028890"
"Nevada","Vicetone","Nevada (feat. Cozi Zuehlsdorff)","People Jams","Playlist","CA6D21600175"
"(Don't Fear) The Reaper","Blue Oyster Cult","Agents Of Fortune","People Jams","Playlist","USSM17600477"
"Simple Man","Lynyrd Skynyrd","Pronounced' Leh-'Nerd 'Skin-'Nerd","People Jams","Playlist","USMC17301726"
"A Horse with No Name","America","America","People Jams","Playlist","USWB19901792"
"The Distance","CAKE","Fashion Nugget","People Jams","Playlist","USCA19686701"
"867-5309 / Jenny","Tommy Tutone","Tommy Tutone - 2","People Jams","Playlist","USSM18100804"
"No One Like You","Scorpions","Blackout","People Jams","Playlist","USMR18210006"
